City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
169,Kinkala,CG,2022-05-12 20:55:04,-4.3614,14.7644,72.84,92,98,3.15
170,Ambovombe,MG,2022-05-12 20:55:05,-25.1667,46.0833,66.88,76,1,11.03
171,Luwingu,ZM,2022-05-12 20:55:06,-10.2621,29.9271,58.1,77,1,3.71
172,Centerville,US,2022-05-12 20:55:06,39.6284,-84.1594,84.85,34,0,5.75
173,Kigoma,TZ,2022-05-12 20:55:07,-4.8769,29.6267,74.82,76,85,3.24
174,Salto,UY,2022-05-12 20:55:08,-31.3833,-57.9667,64.56,64,0,9.22
175,Congonhas,BR,2022-05-12 20:55:09,-20.4997,-43.8578,67.03,75,98,1.99
176,Rio Grande,BR,2022-05-12 20:55:09,-32.035,-52.0986,66.31,72,42,8.28
177,Hofn,IS,2022-05-12 20:55:10,64.2539,-15.2082,40.55,58,92,15.17
178,Rocha,UY,2022-05-12 20:55:11,-34.4833,-54.3333,51.22,74,6,4.97
179,Qaanaaq,GL,2022-05-12 20:55:11,77.484,-69.3632,17.62,74,18,2.48
180,Hauterive,FR,2022-05-12 20:55:12,46.0901,3.4459,63.36,98,100,1.5
181,Sisimiut,GL,2022-05-12 20:55:14,66.9395,-53.6735,25.5,66,90,14.85
182,San Rafael,AR,2022-05-12 20:54:34,-34.6177,-68.3301,70.41,42,87,10.25
183,Pisco,PE,2022-05-12 20:55:15,-13.7,-76.2167,70.02,77,0,6.91
184,Ust-Koksa,RU,2022-05-12 20:56:15,50.2696,85.6108,46.9,68,100,1.28
185,Kirakira,SB,2022-05-12 20:56:16,-10.4544,161.9205,80.71,79,98,1.77
186,Inhambane,MZ,2022-05-12 20:56:16,-23.865,35.3833,70.11,75,66,5.77
187,San Cristobal,VE,2022-05-12 20:56:17,7.7669,-72.225,77.18,60,99,5.17
188,Ushtobe,KZ,2022-05-12 20:56:18,45.2514,77.9838,63.88,47,3,5.97
189,Waitati,NZ,2022-05-12 20:56:18,-45.75,170.5667,50.81,77,82,3.96
190,Lulea,SE,2022-05-12 20:56:20,65.5842,22.1547,42.87,87,0,2.3
191,Zatoka,UA,2022-05-12 20:56:21,46.0725,30.4654,60.13,83,2,15.21
192,La Romana,DO,2022-05-12 20:56:22,18.4273,-68.9728,84.56,74,40,9.22
193,Longyearbyen,SJ,2022-05-12 20:56:22,78.2186,15.6401,19.24,58,0,8.05
194,Lavrentiya,RU,2022-05-12 20:56:23,65.5833,-171.0,30.45,80,8,7.72
195,Warburton,PK,2022-05-12 20:56:23,31.55,73.8333,89.87,11,0,6.11
196,Nakhodka,RU,2022-05-12 20:56:24,42.8333,132.8947,48.31,60,98,6.55
197,Mount Isa,AU,2022-05-12 20:56:24,-20.7333,139.5,56.97,100,25,4.61
198,Santana Do Matos,BR,2022-05-12 20:56:25,-5.9575,-36.6556,81.36,69,85,8.63
199,Merauke,ID,2022-05-12 20:56:26,-8.4667,140.3333,78.22,87,71,2.82
200,Yulin,CN,2022-05-12 20:56:26,22.6333,110.15,72.37,97,100,2.55
201,Brasileia,BR,2022-05-12 20:56:27,-11.0161,-68.7481,82.85,74,40,3.44
202,Aksu,CN,2022-05-12 20:56:27,41.1231,80.2644,65.35,45,100,1.5
203,La Baneza,ES,2022-05-12 20:56:28,42.3003,-5.8977,62.4,79,68,4.99
204,Mopipi,BW,2022-05-12 20:56:28,-21.1833,24.8833,68.27,33,0,1.81
205,Takoradi,GH,2022-05-12 20:56:29,4.8845,-1.7554,80.91,80,93,9.57
206,Zhangjiakou,CN,2022-05-12 20:56:29,40.81,114.8794,43.0,27,27,10.04
207,San Ramon,US,2022-05-12 20:56:30,37.7799,-121.978,70.95,48,38,8.01
208,Olafsvik,IS,2022-05-12 20:56:30,64.8945,-23.7142,35.69,73,96,28.25
209,Honningsvag,NO,2022-05-12 20:56:31,70.9821,25.9704,35.35,93,100,14.97
210,Atasu,KZ,2022-05-12 20:56:31,48.6814,71.6433,54.81,49,3,8.28
211,Cartama,ES,2022-05-12 20:56:32,36.7107,-4.633,65.52,89,0,5.75
212,Salalah,OM,2022-05-12 20:56:33,17.0151,54.0924,82.29,71,0,5.08
213,Litovko,RU,2022-05-12 20:56:33,49.2361,135.1742,45.82,74,88,1.74
214,Isangel,VU,2022-05-12 20:56:34,-19.55,169.2667,74.79,62,100,21.05
215,Lumphat,KH,2022-05-12 20:56:35,13.4878,106.9816,74.19,99,100,1.74
216,Susangerd,IR,2022-05-12 20:56:35,31.5608,48.1831,83.25,12,0,10.78
217,Chumikan,RU,2022-05-12 20:56:36,54.7183,135.315,32.49,99,100,0.76
218,Sao Filipe,CV,2022-05-12 20:56:37,14.8961,-24.4956,75.27,73,65,10.25
219,Marsabit,KE,2022-05-12 20:56:37,2.3284,37.9899,67.59,76,88,11.72
220,Cururupu,BR,2022-05-12 20:56:38,-1.8283,-44.8683,76.71,90,67,3.36
221,Kungurtug,RU,2022-05-12 20:56:38,50.5994,97.5228,31.08,56,0,1.14
222,Deputatskiy,RU,2022-05-12 20:56:39,69.3,139.9,32.29,99,100,7.31
223,San Quintin,MX,2022-05-12 20:56:40,30.4833,-115.95,69.06,43,2,13.69
224,Ukiah,US,2022-05-12 20:56:40,39.1502,-123.2078,65.44,54,59,4.0
225,Cassilandia,BR,2022-05-12 20:51:56,-19.1133,-51.7342,76.08,60,96,5.77
226,Huilong,CN,2022-05-12 20:56:42,31.8111,121.655,59.94,93,100,12.53
227,Kichera,RU,2022-05-12 20:57:42,55.9375,110.0997,40.44,77,68,4.5
228,Badvel,IN,2022-05-12 20:57:43,14.75,79.05,79.47,79,100,8.43
229,Yaan,NG,2022-05-12 20:57:43,7.3833,8.5667,81.1,68,52,5.95
230,Torbay,CA,2022-05-12 20:57:44,47.6666,-52.7314,56.17,73,75,20.71
231,Malakal,SS,2022-05-12 20:57:44,9.5334,31.6605,87.01,45,93,5.37
232,Voyvozh,RU,2022-05-12 20:57:44,62.892,54.9635,43.5,72,7,7.63
233,Klaksvik,FO,2022-05-12 20:57:45,62.2266,-6.589,43.72,65,91,23.64
234,Naze,JP,2022-05-12 20:57:45,28.3667,129.4833,72.52,88,82,13.2
235,Ahipara,NZ,2022-05-12 20:57:46,-35.1667,173.1667,55.74,69,39,3.83
236,Herat,AF,2022-05-12 20:57:46,34.5,62.0,67.64,30,0,22.88
237,Kitgum,UG,2022-05-12 20:57:47,3.2783,32.8867,67.89,81,88,0.49
238,Aykhal,RU,2022-05-12 20:57:47,66.0,111.5,26.82,98,100,3.29
239,Presidencia Roque Saenz Pena,AR,2022-05-12 20:57:48,-26.7852,-60.4388,65.25,67,0,6.15
240,Muskegon,US,2022-05-12 20:57:48,43.3,-86.1334,88.14,29,0,9.22
241,Padang,ID,2022-05-12 20:57:48,-0.9492,100.3543,78.49,78,100,4.18
242,Camara De Lobos,PT,2022-05-12 20:57:49,32.6333,-16.9667,69.01,89,40,2.3
243,Jasper,US,2022-05-12 20:52:57,37.2001,-94.3502,92.23,41,0,14.97
244,Alice Springs,AU,2022-05-12 20:57:49,-23.7,133.8833,42.35,75,38,0.0
245,Richards Bay,ZA,2022-05-12 20:57:50,-28.783,32.0377,70.7,83,1,10.63
246,Port Blair,IN,2022-05-12 20:57:50,11.6667,92.75,78.84,94,75,2.3
247,Kanturk,IE,2022-05-12 20:57:51,52.1667,-8.9,51.22,83,99,10.29
248,Kodiak,US,2022-05-12 20:57:52,57.79,-152.4072,45.97,67,33,5.66
249,Cabo Rojo,PR,2022-05-12 20:57:52,18.0866,-67.1457,86.38,75,100,7.0
250,Rancharia,BR,2022-05-12 20:57:53,-22.2292,-50.8931,64.53,63,0,5.41
251,La Palma,US,2022-05-12 20:57:53,33.8464,-118.0467,88.92,27,3,7.0
252,Kemijarvi,FI,2022-05-12 20:57:54,66.7131,27.4306,40.51,90,13,3.56
253,Meulaboh,ID,2022-05-12 20:57:54,4.1363,96.1285,77.76,85,99,3.91
254,Twentynine Palms,US,2022-05-12 20:57:55,34.1356,-116.0542,77.92,9,0,5.01
255,Nisia Floresta,BR,2022-05-12 20:57:55,-6.0911,-35.2086,82.78,85,57,7.45
256,Tiksi,RU,2022-05-12 20:57:55,71.6872,128.8694,14.31,88,10,9.26
257,Praia Da Vitoria,PT,2022-05-12 20:57:56,38.7333,-27.0667,62.85,72,75,9.26
258,Kibala,TD,2022-05-12 20:57:56,9.1104,18.3463,85.95,58,0,6.91
259,Luganville,VU,2022-05-12 20:57:57,-15.5333,167.1667,76.26,92,100,14.12
260,Qom,IR,2022-05-12 20:57:57,34.6401,50.8764,65.01,41,1,16.62
261,Yeppoon,AU,2022-05-12 20:57:58,-23.1333,150.7333,69.58,92,100,0.69
262,Oussouye,SN,2022-05-12 20:57:58,12.485,-16.5469,82.58,77,9,10.56
263,Roald,NO,2022-05-12 20:57:59,62.5833,6.1333,48.34,66,75,11.5
